单位ID,KEY,文本,单位成本,力量,移动,启用科技,帮助,策略
189,TXT_KEY_UNIT_MEXICAN_RURAL,墨西哥骑兵,130,14,3,微生物学( Microbiology ),,"<color=255,255,0,255>Rural</color>是墨西哥取代<color=255,255,0,255>骑兵</color>的装备，价格更便宜，获得防御奖励，并从<color=102,229,255,255>战斗I</color>升级开始。"
190,TXT_KEY_UNIT_BOER_COMMANDO,科曼多骑兵,150,14,3,微生物学( Microbiology ),,"<color=255,255,0,255>科曼多骑兵</color>是波尔人对<color=255,255,0,255>骑兵</color>的替代品，能够进入<color=102,229,255,255>丛林</color>和<color=102,229,255,255>雨林</color>，并从<color=102,229,255,255>移动性</color>开始。"
191,TXT_KEY_UNIT_WAR_ELEPHANT,战象,70,8,2,指挥学( Generalship ),,这种早期骑乘作战单位速度较慢，但比骑射手等单位更强大。
192,TXT_KEY_UNIT_KHMER_BALLISTA_ELEPHANT,重弩战象,70,8,2,指挥学( Generalship ),,"此种强力肉搏兵种是高棉的特色单位，替代<color=255,255,0,255>战象</color>，可优先攻击敌军集群中的骑乘单位，充分发挥其克制骑兵的特长。"
193,TXT_KEY_UNIT_PHOENICIAN_ATLAS_ELEPHANT,迦太基战象,70,8,3,数学( Mathematics ),,"<color=255,255,0,255>Atlas Elephant</color>是腓尼基人对<color=255,255,0,255>战象</color>的替代品，从<color=102,229,255,255>震撼</color>开始。"
194,TXT_KEY_UNIT_INDIA_MAHOUT,印度战象,70,8,2,指挥学( Generalship ),,"<color=255,255,0,255>Mahout</color>马霍特</color>是印度替代<color=255,255,0,255>战象<color=255,255,0,255>的一个防御加成，并从<color=102,229,255,255>城市卫戍区I</color>开始。"
195,TXT_KEY_UNIT_TANK,坦克,180,28,3,石油化工( Synthetics ),,"<color=255,255,0,255>坦克</color>是很有效的进攻武器。它有2点移动力，并能在同一回合中攻击两次。坦克能轻易击溃任意现代之前出现的单位，但在防守时没有地形加成。"
196,TXT_KEY_UNIT_GERMAN_PANZER,德国坦克,180,28,3,石油化工( Synthetics ),,"<color=255,255,0,255>德国坦克</color>是德国的特色单位（替代<color=255,255,0,255>坦克</color>），在攻击普通坦克时占有优势。"
197,TXT_KEY_UNIT_MAIN_BATTLE_TANK,主战坦克,240,40,3,机器人( Robotics ),,"<color=255,255,0,255>主战坦克</color>有一次第一次攻击，不获得防御奖励，从</color>闪电战</color>升级开始。"
198,TXT_KEY_UNIT_ISRAELI_MERKAVA,梅卡瓦主战坦克,240,40,3,机器人( Robotics ),,"<color=255,255,0,255>梅卡瓦主战坦克</color>是以色列替代<color=255,255,0,255>主战坦克</color>，获得防御加成，从<color=102,229,255,255>伏击</color>开始，没有资源需求。"
199,TXT_KEY_UNIT_GUNSHIP,武装直升机,160,24,4,空气动力学( Aerodynamics ),,此种旋翼单位行动迅速，是装甲部队的天敌。你可以用它们迟滞敌军，但你仍需依靠地面部队占领城市。
200,TXT_KEY_UNIT_CATAPULT,投石车,75,3,2,数学( Mathematics ),,"<color=255,255,0,255>投石车</color>可以轰击敌方城防，当战斗失败时也有一定几率可安全撤退。当投石车攻击时，会对和目标处于同一位置的其他单位造成附带损害。"
201,TXT_KEY_UNIT_BABYLON_RAM,巴比伦投石车,55,3,2,石工术( Masonry ),,这种巴比伦式的投石车替代品比它的同类产品更早上市。所以早期征服城市很容易。
202,TXT_KEY_UNIT_ROMAN_BALLISTA,罗马弩炮,75,5,2,数学( Mathematics ),,"<color=255,255,0,255>弩炮</color>，罗马文明特色单位，取代<color=255,255,0,255>投石车</color>，增加额外战斗力2点，攻击城市时无额外加成。"
203,TXT_KEY_UNIT_TREBUCHET,抛石机,100,4,2,防御工事( Fortification ),,"<color=255,255,0,255>抛石机</color>非常适宜进行攻城战，能够快速破坏城防，并具有较高的撤退几率。进行直接攻击时能对同一地块的其他敌方单位造成附带伤害。"
204,TXT_KEY_UNIT_CHINA_FIRELANCE,猛火油柜,100,4,2,工程学( Engineering ),,"<color=255,255,0,255>Pen hou Qi</color>是<color=255,255,0,255>投石机</color>的中文替代品，需要<color=127,255,25,255>工程</color>技术，不需要<color=127,255,25,255>强化</color>技术。"
205,TXT_KEY_UNIT_MONGOL_SIEGE_ENGINEER,蒙古攻城技师,100,4,3,防御工事( Fortification ),,蒙古攻城技师，是蒙古的投石机的替代品，投石机速度更快。
206,TXT_KEY_UNIT_BOMBARD,射石炮,120,5,2,火药( Gunpowder ),,"<color=255,255,0,255>射石炮</color>不能占领敌人的城市或单位，不能获得防御加成，攻击城市时有战斗加成，造成附带伤害，对<color=255,255,0,255>攻城武器</color>的附带伤害免疫，并且可以轰炸城市防御。"
207,TXT_KEY_UNIT_KOREAN_HWACHA,火厢车,120,8,2,火药( Gunpowder ),,"<color=255,255,0,255>火厢车</color>为高丽特色单位，替代<color=255,255,0,255>投石车</color>，除了传统压制武器的威力，还拥有对肉搏单位的战斗加成。"
208,TXT_KEY_UNIT_POLAND_TABOR,波兰射石炮,120,5,2,火药( Gunpowder ),,"<color=255,255,0,255>Tabor</color>是<color=255,255,0,255>射石炮</color>的波兰替代品，从<color=102,229,255,255>Medic I</color>开始。"
209,TXT_KEY_UNIT_MUGHAL_SIEGE_ELEPHANT,攻城战象,120,6,2,火药( Gunpowder ),,"<color=255,255,0,255>攻城战象</color>，莫卧儿人代替<color=255,255,0,255>轰炸</color>，需要<color=255,255,0,255>象牙</color>资源，有一个额外的力量点，并且对<color=255,255,0,255>射箭单位</color>和<color=255,255,0,255>火药单位</color>有战斗加成。"
210,TXT_KEY_UNIT_OTTOMAN_GREAT_BOMBARD,土耳其火炮,120,5,2,火药( Gunpowder ),,"<color=255,255,0,255>大轰炸</color>，奥斯曼帝国取代<color=255,255,0,255>轰炸</color>，在攻击城市时有战斗奖励。"
211,TXT_KEY_UNIT_CANNON,加农炮,150,8,2,物理学( Physics ),,"<color=255,255,0,255>加农炮</color>可以轰击敌方城防，当战斗失败时也有一定几率可安全撤退。当投石车攻击时，会对和目标处于同一位置的其他单位造成附带损害。"
212,TXT_KEY_UNIT_FRENCH_HEAVY_CANNON,法国重型加农炮,150,8,2,物理学( Physics ),,[COLOR UNIT TEXT]Culverin是[COLOR UNIT TEXT]大炮[COLOR UNIT REVERT]的法国替代品，对[COLOR UNIT TEXT]攻城武器[COLOR UNIT REVERT]和[COLOR UNIT TEXT]火药单元[COLOR UNIT REVERT]有战斗加成。
213,TXT_KEY_UNIT_ARTILLERY,火炮,180,12,2,弹道学( Ballistics ),,"<color=255,255,0,255>火炮</color>在攻击敌方城市时非常有效；它们可以轰击敌方城防，当战斗失败时也有一定几率可安全撤退。同时,和火炮也会对与目标处于同一位置的其他敌军造成附带损害。"
214,TXT_KEY_UNIT_MACHINE_GUN,重机枪,125,18,2,气体力学( Pneumatics ),,"<color=255,255,0,255>重机枪</color>是有力的防御武器，尤其是在对付敌方的火器单位时。重机枪部队不能发起攻击，因此通常被用于守卫城市。"
215,TXT_KEY_UNIT_HOWITZER,榴弹炮,200,15,2,航空( Flight ),,"<color=255,255,0,255>榴弹炮</color>不能捕获敌人的城市或单位，不能获得防御奖励，攻击城市时有战斗奖励，造成附带伤害，对<color=255,255,0,255>攻城武器</color>的附带伤害免疫，并且可以轰炸城市防御。"
216,TXT_KEY_UNIT_PRUSSIA_HOWITZER,普鲁士重型榴弹炮,200,17,2,航空( Flight ),,"<color=255,255,0,255>重型榴弹炮</color>是普鲁士取代<color=255,255,0,255>榴弹炮</color>的更强大。"
217,TXT_KEY_UNIT_MOBILE_ARTILLERY,自行火炮,220,20,3,电子计算机( Computers ),,"<color=255,255,0,255>自行火炮</color>是最快速、最强大的压制武器，同时拥有对压制武器的额外战斗力加成。"
218,TXT_KEY_UNIT_WORK_BOAT,工船,30,0,3,航行术( Sailing ),,"这种非武装船只可用于建造渔船、捕鲸船和海上平台（游戏后期）。<color=255,255,0,255>工船</color>不能进入大洋。"
219,TXT_KEY_UNIT_GALLEY,桨帆船,40,2,4,航海( Seafaring ),,"最早出现的武装船只，<color=255,255,0,255>桨帆船</color>能运载两个地面单位。桨帆船不能进入大洋。"
220,TXT_KEY_UNIT_POLYNESIAN_WAKA,波利尼西亚独木舟,25,2,5,航海( Seafaring ),,"<color=255,255,0,255>瓦卡</color>，波利尼西亚取代<color=255,255,0,255>大帆船</color>，有两个额外的移动点，更便宜，有一个较少的货舱，可以创造<color=102,229,255,255>渔船</color>。"
221,TXT_KEY_UNIT_PHOENICIAN_BIREME,双层桨战船,40,2,4,航海( Seafaring ),,"<color=255,255,0,255>Bireme</color>是腓尼基人对<color=255,255,0,255>战舰</color>的替代品，它有一个货舱，并且对<color=255,255,0,255>战舰</color>有防御加成。"
222,TXT_KEY_UNIT_PHILIPPINES_BALANGAY,菲律宾划艇,30,2,4,航海( Seafaring ),,"<color=255,255,0,255>菲律宾划艇</color>是菲律宾替代<color=255,255,0,255>桨帆船</color>的产品，价格便宜，退出机会更高。"
223,TXT_KEY_UNIT_WAR_GALLEY,战斗桨帆船,40,3,4,造船( Shipbuilding ),,"<color=255,255,0,255>战斗桨帆船</color>无法进入<color=102,229,255,255>大洋</color>，无法通过<color=102,229,255,255>海角</color>直到获得<color=127,255,25,255>罗盘</color>，并且可从战斗中撤退。"
224,TXT_KEY_UNIT_HEAVY_GALLEY,重型桨帆船,60,5,4,炼金术( Alchemy ),,"<color=255,255,0,255>重型战舰</color>不能进入<color=102,229,255,255>海洋</color>，不能通过<color=102,229,255,255>斗篷</color>，直到[COLOR U TECH U TEXT]指南针</color>有战斗奖励攻击<color=102,229,255,255>海岸</color>，并且可以退出战斗。"
225,TXT_KEY_UNIT_BYZANTINE_DROMON,拜占庭战舰,60,6,4,炼金术( Alchemy ),,"拜占庭人取代<color=255,255,0,255>战舰</color>的<color=255,255,0,255>Dromon</color>，有一个额外的力量点，并造成附带伤害。"
226,TXT_KEY_UNIT_VIKING_LONGSHIP,维京龙船,60,5,5,手工业( Artisanry ),,"<color=255,255,0,255>长舰</color>，海盗取代<color=255,255,0,255>的重型战舰</color>有两个额外的移动点，可以轰炸城市防御，有两个货舱，并以<color=102,229,255,255>DISGAGE I</color>提升。"
227,TXT_KEY_UNIT_COG,单桅帆船,60,5,4,行会( Guilds ),,"<color=255,255,0,255>单桅帆船</color>可运载两个单位，无法进入<color=102,229,255,255>大洋</color>，无法通过<color=102,229,255,255>海角</color>直到获得<color=127,255,25,255>罗盘</color>，并且可从战斗中撤退。"
228,TXT_KEY_UNIT_TAMIL_DHARANI,陀罗尼帆船,60,6,5,行会( Guilds ),,"泰米尔人取代<color=255,255,0,255>单桅帆船</color>的<color=255,255,0,255>轮齿</color>有两个额外的力量点，两个额外的移动点和两个第一击。"
229,TXT_KEY_UNIT_SWAHILI_DHOW,三角帆船,60,4,4,行会( Guilds ),﯆2ﬓ驻扎在外国沿海城市时（每个城市最多一个单位）,"<color=255,255,0,255>三角帆船</color>是斯瓦希里的运输船替代品，可在外国沿海城市提供黄金。"
230,TXT_KEY_UNIT_GALLEASS,帆船,70,6,4,火药( Gunpowder ),,"<color=255,255,0,255>帆船</color>不能进入<color=102,229,255,255>海洋</color>，不能通过<color=102,229,255,255>Capes</color>直到[COLOR U TECH U TEXT]指南针</color>并且在<color=102,229,255,255>海岸</color>有战斗。"
231,TXT_KEY_UNIT_KOREAN_KOBUKSON,高丽龟船,70,8,4,火药( Gunpowder ),,"<color=255,255,0,255>Kobukson</color>是<color=255,255,0,255>Gallass</color>的韩语替代品，它有两个额外的强度点，并且以<color=102,229,255,255>Drill I</color>和<color=102,229,255,255>Drill II</color>提升。"
232,TXT_KEY_UNIT_INDONESIAN_DJONG,戎克战船,70,6,4,罗盘( Compass ),,"<color=255,255,0,255>戎克战船</color>，印度尼西亚文明替代[COLOR UNIT TEXT]Galeass[COLOR REVERT]的[COLOR UNIT TEXT]Djong[COLOR REVERT]需要[COLOR TECH TEXT]指南针[COLOR REVERT]，而不是[COLOR TECH TEXT]火药[COLOR REVERT]，在[COLOR HIGHLIGHT TEXT]海岸[COLOR REVERT]有额外的防御战斗加成，并且对[COLOR UNIT TEXT]私掠船[COLOR REVERT]有战斗加成。"
233,TXT_KEY_UNIT_ITALIAN_LANTERNAS,热那亚战船,50,8,4,火药( Gunpowder ),,"<color=255,255,0,255>意大利战船</color>，意大利语替代<color=255,255,0,255>Galleass</color>，更便宜，有两个额外的力量点和一个额外的移动点。"
234,TXT_KEY_UNIT_CARAVEL,轻帆船,60,6,8,地图学( Cartography ),,"这种小型快速帆船能探索大洋和敌方区域。<color=255,255,0,255>轻帆船</color>可以运载一个特殊单位——<color=255,255,0,255>侦察兵</color>、<color=255,255,0,255>探险家</color>、<color=255,255,0,255>间谍</color>、<color=255,255,0,255>传教士</color>或者<color=255,255,0,255>历史伟人</color>。"
235,TXT_KEY_UNIT_PORTUGUESE_CARRACK,卡拉克船,60,6,8,地图学( Cartography ),,"<color=255,255,0,255>卡拉克船</color>，葡萄牙语替代<color=255,255,0,255>运输船</color>，可以运输任何单位，具有额外的货舱，并以<color=102,229,255,255>哨兵</color>提升。"
236,TXT_KEY_UNIT_OMAN_BAGHLAH,阿曼轻帆,60,9,8,地图学( Cartography ),,TXT_KEY_UNIT_OMAN_BAGHLAH_STRATEGY
237,TXT_KEY_UNIT_GALLEON,大帆船,80,8,10,地理探索( Exploration ),,"<color=255,255,0,255>大帆船</color>是大航海时代最好的运输船。它可以运载三个单位，并能安全地出入大洋。"
238,TXT_KEY_UNIT_DUTCH_EAST_INDIAMAN,东印度商船,80,10,10,地理探索( Exploration ),,"<color=255,255,0,255>东印度商船</color>，荷兰人取代<color=255,255,0,255>加隆</color>，有两个额外的优势点，有一个额外的货舱，可以探索竞争领土。"
239,TXT_KEY_UNIT_PRIVATEER,私掠舰,90,10,12,地理探索( Exploration ),,"<color=255,255,0,255>私掠舰</color>出现于游戏中期，最大特点是隐藏国籍，可在不宣战的情况下骚扰你的对手。"
240,TXT_KEY_UNIT_MOORISH_CORSAIR,巴巴里海盗船,60,8,8,地理探索( Exploration ),﯆因击沉敌舰而获得ﬓ,"<color=255,255,0,255>巴巴里海盗船</color>，摩尔人取代<color=255,255,0,255>海盗船</color>，减少一个移动点，减少两个力量点，更便宜，在<color=102,229,255,255>海岸</color>有战斗加成，对<color=255,255,0,255>海盗船</color>有战斗加成，并提供一些击沉敌舰时的黄金。"
241,TXT_KEY_UNIT_FRIGATE,三桅战舰,100,12,12,地理学( Geography ),,"<color=255,255,0,255>三桅战舰</color>是游戏中最强大的木制战舰。它能击沉敌舰并炮轰敌方海滨城防。"
242,TXT_KEY_UNIT_SHIP_OF_THE_LINE,主力战舰,120,15,12,测量学( Measurement ),,"<color=255,255,0,255>主力战舰</color>是木质舰船发展的最高峰，虽然航速不及<color=255,255,0,255>三桅战舰</color>，但却拥有强得多的攻击力。"
243,TXT_KEY_UNIT_ENGLISH_MAN_OF_WAR,皇家海军主力战舰,120,18,14,测量学( Measurement ),,"<color=255,255,0,255>英国战船</color>，英国替换的<color=255,255,0,255>船，有三个额外的力量点，一个额外的移动点，并对一个以上的单位造成附带伤害。"
244,TXT_KEY_UNIT_STEAMSHIP,轮船,100,12,14,蒸汽机( Thermodynamics ),,"<color=255,255,0,255>轮船</color>有三个货舱，可以退出战斗。"
245,TXT_KEY_UNIT_IRONCLAD,铁甲舰,150,20,8,蒸汽机( Thermodynamics ),,"<color=255,255,0,255>铁甲舰</color>速度缓慢而强大。它能炮击敌方城防但不能进入大洋。"
246,TXT_KEY_UNIT_TORPEDO_BOAT,鱼雷艇,120,18,11,弹道学( Ballistics ),,"<color=255,255,0,255>鱼雷艇</color>不能进入<color=102,229,255,255>大洋</color>，有第一次攻击，可以退出战斗，并且在<color=102,229,255,255>海岸</color>有战斗加成攻击。"
247,TXT_KEY_UNIT_CRUISER,巡洋舰,200,28,12,内燃机( Engine ),,"<color=255,255,0,255>巡洋舰</color>可以轰炸城市防御，是工业时代的基本<color=255,255,0,255>海军单位</color>。"
248,TXT_KEY_UNIT_TRANSPORT,运输舰,125,16,18,基础设施( Infrastructure ),,"<color=255,255,0,255>运输舰</color>能运载四个单位，并可以出入大洋。但是运输舰无法抵御飞机和现代战舰的攻击。"
249,TXT_KEY_UNIT_DESTROYER,驱逐舰,200,24,22,数码产品( Electronics ),,"<color=255,255,0,255>驱逐舰</color>有一定的防空作用，而且还能很好的探测并摧毁敌方<color=255,255,0,255>潜艇</color>（对其他大多数单位隐形）。它们通常与<color=255,255,0,255>航空母舰</color>和<color=255,255,0,255>运输舰</color>一起行动。"
250,TXT_KEY_UNIT_CANADIAN_CORVETTE,加拿大护卫舰,170,20,24,数码产品( Electronics ),,"<color=255,255,0,255>护卫舰<color=255,255,0,255>，加拿大的<color=255,255,0,255>驱逐舰的替代品<color=255,255,0,255>，更便宜，力量点少四点，有两个额外的移动点，失去轰炸城市的能力，从<color=255,255,0,255>哨兵<color=255,255,0,255>提升。"
251,TXT_KEY_UNIT_BATTLESHIP,战列舰,240,40,18,石油化工( Synthetics ),,"<color=255,255,0,255>战列舰</color>是最强的水面舰艇。战列舰能击沉大多数舰只（但对潜艇和空袭却显得无能为力）。类似的，<color=255,255,0,255>战列舰</color>的攻击也会对目标同一位置的其他单位造成附带损害。战列舰也能轰击城防。"
252,TXT_KEY_UNIT_MISSILE_CRUISER,导弹巡洋舰,280,40,20,人造卫星( Satellites ),,此种现代舰船是杀伤力最强的海上单位，可携带四枚导弹。
253,TXT_KEY_UNIT_STEALTH_DESTROYER,隐形驱逐舰,225,30,22,超导( Superconductors ),,"<color=255,255,0,255>隐形驱逐舰</color>不会被任何其他单位发现，是一种强大的现代海军舰船，只有用另外一艘<color=255,255,0,255>隐形驱逐舰</color>才能对付它。"
254,TXT_KEY_UNIT_SUBMARINE,潜艇,150,24,18,气体力学( Pneumatics ),,"<color=255,255,0,255>潜艇</color>对大多数单位隐身。它们能探索敌方区域并运载特殊单位，但易遭受敌方<color=255,255,0,255>驱逐舰</color>和其他潜艇的攻击。"
255,TXT_KEY_UNIT_NUCLEAR_SUBMARINE,核潜艇,200,30,20,核能( Nuclear_power ),,"<color=255,255,0,255>核潜艇<color=255,255,0,255>可以携带一艘<color=255,255,0,255>侦察机<color=255,255,0,255>，<color=255,255,0,255>探险家<color=255,255,0,255>，<color=255,255,0,255>传教士<color=255,255,0,255>，<color=255,255,0,255>间谍<color=255,255,0,255>或<color=255,255,0,255>大人物<color=255,255,0,255>，对<color=255,255,0,255>潜艇<color=255,255,0,255>单位有攻击加成，可以参见<color=255,255,0,255>潜艇<color=255,255,0,255>和<color=255,255,0,255>核潜艇<color=255,255,0,255>单位，可以进入<color=255,255,0,255>冰<color=255,255,0,255>，可以探索敌方领土，可以退出战斗，对除<color=255,255,0,255>驱逐舰<color=255,255,0,255>以外的所有单位都不可见，<color=255,255,0,255>隐形驱逐舰<color=255,255,0,255>，<color=255,255,0,255>潜艇<color=255,255,0,255>和<color=255,255,0,255>攻击潜艇<color=255,255,0,255>单位。"
256,TXT_KEY_UNIT_CARRIER,航空母舰,200,18,16,军力投送( Power_projection ),,"<color=255,255,0,255>航空母舰</color>本身只有中等战力，但它们的主要作用是运载三架<color=255,255,0,255>战斗机</color>。战斗机可用于防空、侦察、轰炸敌方部队和城市。"
257,TXT_KEY_UNIT_BIPLANE,双翼飞机,120,0,2,航空( Flight ),﯆能够基于<link='UNIT_CARRIER'>运载</link>,"<color=255,255,0,255>双翼飞机</color>可以拦截敌人的空中单位，摧毁改进，轰炸城市防御，执行侦察任务和损害敌人的单位。"
258,TXT_KEY_UNIT_FIGHTER,战斗机,150,0,2,航空学( Aviation ),﯆能够基于<link='UNIT_CARRIER'>运载</link>,"<color=255,255,0,255>战斗机</color>可攻击敌方空军单位并侦察敌方领土，当其被配置在<color=255,255,0,255>航空母舰</color>上时非常有用。"
259,TXT_KEY_UNIT_JAPANESE_ZERO,日本战机,75,0,2,航空学( Aviation ),﯆能够基于<link='UNIT_CARRIER'>运载</link>,"<color=255,255,0,255>日本战机</color>，日本取代<color=255,255,0,255>战斗机</color>，更便宜，可以躲避拦截，并且对<color=255,255,0,255>水上部队</color>有战斗加成。"
260,TXT_KEY_UNIT_JET_FIGHTER,喷气式战斗机,225,0,2,空气动力学( Aerodynamics ),﯆能够基于<link='UNIT_CARRIER'>运载</link>,"<color=255,255,0,255>喷气式战斗机</color>比普通<color=255,255,0,255>战斗机</color>的作战范围更大，也能更有效的拦截敌方空军。"
261,TXT_KEY_UNIT_CANADA_ARROW,CF-105,200,0,2,空气动力学( Aerodynamics ),﯆能够基于<link='UNIT_CARRIER'>运载</link>,"<color=255,255,0,255>Avro Arrow</color>是加拿大替代<color=255,255,0,255>喷气式战斗机</color>的产品，价格便宜，射程更大。"
262,TXT_KEY_UNIT_BOMBER,轰炸机,180,0,2,航空学( Aviation ),,"<color=255,255,0,255>轰炸机</color>是陆基航空兵。它们可以攻击敌军地面部队（也能攻击水面部队，但效果略差），也能破坏敌军城防。轰炸机也会造成附带损害。"
263,TXT_KEY_UNIT_STEALTH_BOMBER,隐形轰炸机,250,0,2,超导( Superconductors ),,"<color=255,255,0,255>隐形轰炸机</color>可以攻击敌军地面部队（也能攻击水面部队，但效果略差）。轰炸会造成附带损害。地方空军很难拦截并击落隐形轰炸机。"
264,TXT_KEY_UNIT_GUIDED_MISSILE,巡航导弹,60,0,2,激光( Laser ),,"<color=255,255,0,255>巡航导弹</color>是现代战争不可缺少的一员，这种武器可对在其射程之内的任何地块造成极大破坏。"
265,TXT_KEY_UNIT_DRONE,无人机,120,0,2,自动化( Automation ),﯆能够基于<link='UNIT_CARRIER'>运载</link>,"<color=255,255,0,255>无人机</color>对所有单位都是隐形的，可以探索敌方领土，可以摧毁改进，轰炸城市防御，执行侦察任务，损害敌方单位，并有更多的机会逃避拦截。"
266,TXT_KEY_UNIT_NUCLEAR_BOMBER,核轰炸机,400,0,2,核裂变( Fission ),,"<color=255,255,0,255>核轰炸机</color>可以用核弹攻击敌人的土地。"
267,TXT_KEY_UNIT_ICBM,战略导弹,600,0,2,核能( Nuclear_power ),,"<color=255,255,0,255>战略导弹</color>能攻击敌方城市，造成建筑、部队和附近地区的极大损伤。"
268,TXT_KEY_UNIT_SATELLITE,卫星,400,0,2,人造卫星( Satellites ),,"<color=255,255,0,255>卫星</color>可以看到其他<color=255,255,0,255>卫星</color>单元，作为<color=102,229,255,255>研究卫星</color>、<color=102,229,255,255>商业卫星</color>或<color=102,229,255,255>军事卫星</color>专家在一个城市定居，可以探索竞争领土，对所有单位都不可见，除了<color=255,255,0,255>卫星</color>单位，并以<color=102,229,255,255>哨兵</color>提升。"
269,TXT_KEY_UNIT_GREAT_PROPHET,大预言家,-1,0,3,,﯆可以完成一个伟大的任务,"<color=255,255,0,255>大预言家</color>允许你立即建成宗教<color=204,204,216,255>圣坛</color>。"
270,TXT_KEY_UNIT_GREAT_ARTIST,大艺术家,-1,0,3,,,"<color=255,255,0,255>大艺术家</color>能创作<color=102,229,255,255>艺术杰作</color>为所在城市大量积累文化。"
271,TXT_KEY_UNIT_GREAT_SCIENTIST,大科学家,-1,0,3,,,"<color=255,255,0,255>大科学家</color>能创立<color=204,204,216,255>科学院</color>，极大地增加城市的研发投入。"
272,TXT_KEY_UNIT_GREAT_MERCHANT,大商业家,-1,0,3,,,"<color=255,255,0,255>大商业家</color>能在外国城市开展<color=102,229,255,255>贸易活动</color>，获得大笔金钱收入。外国城市距离本国越远越好。"
273,TXT_KEY_UNIT_GREAT_ENGINEER,大工程师,-1,0,3,,,"<color=255,255,0,255>大工程师</color>能立刻完成城市当前的建设项目。"
274,TXT_KEY_UNIT_GREAT_STATESMAN,大政治家,-1,0,3,,,"伟大的政治家可以开始黄金时代，发现新技术，改革政府，解决危机，执行外交任务，探索敌对领土，作为<color=102,229,255,255>伟大政治家</color>专家在城市定居，并可建造 <color=204,204,216,255>行政中心</color>大楼。"
275,TXT_KEY_UNIT_GREAT_GENERAL,大军事家,-1,0,3,,,"<color=255,255,0,255>大军事家</color>能够与特定单位结合为一体，并为所在地块的其他单位提供一次性的作战经验奖励。"
276,TXT_KEY_UNIT_GREAT_GENERAL,大军事家,-1,0,3,,,"<color=255,255,0,255>大军事家</color>能够与特定单位结合为一体，并为所在地块的其他单位提供一次性的作战经验奖励。"
277,TXT_KEY_UNIT_GREAT_SPY,大间谍,-1,0,3,,,"<color=255,255,0,255>大间谍</color>可用于探察敌方领地，大量增加针对特定文明的谍报点数，或是建造<color=204,204,216,255>苏格兰场</color>以提升谍报点数产出。"
278,TXT_KEY_UNIT_GREAT_PROPHET,大预言家,-1,0,3,,,"<color=255,255,0,255>大预言家</color>允许你立即建成宗教<color=204,204,216,255>圣坛</color>。"
279,TXT_KEY_UNIT_GREAT_ARTIST,大艺术家,-1,0,3,,,"<color=255,255,0,255>大艺术家</color>能创作<color=102,229,255,255>艺术杰作</color>为所在城市大量积累文化。"
280,TXT_KEY_UNIT_GREAT_SCIENTIST,大科学家,-1,0,3,,,"<color=255,255,0,255>大科学家</color>能创立<color=204,204,216,255>科学院</color>，极大地增加城市的研发投入。"
281,TXT_KEY_UNIT_GREAT_MERCHANT,大商业家,-1,0,3,,,"<color=255,255,0,255>大商业家</color>能在外国城市开展<color=102,229,255,255>贸易活动</color>，获得大笔金钱收入。外国城市距离本国越远越好。"
282,TXT_KEY_UNIT_GREAT_ENGINEER,大工程师,-1,0,3,,,"<color=255,255,0,255>大工程师</color>能立刻完成城市当前的建设项目。"
283,TXT_KEY_UNIT_GREAT_STATESMAN,大政治家,-1,0,3,,,"伟大的政治家可以开始黄金时代，发现新技术，改革政府，解决危机，执行外交任务，探索敌对领土，作为<color=102,229,255,255>伟大政治家</color>专家在城市定居，并可建造 <color=204,204,216,255>行政中心</color>大楼。"
284,TXT_KEY_UNIT_GREAT_GENERAL,大军事家,-1,0,3,,,"<color=255,255,0,255>大军事家</color>能够与特定单位结合为一体，并为所在地块的其他单位提供一次性的作战经验奖励。"
285,TXT_KEY_UNIT_GREAT_SPY,大间谍,-1,0,3,,,"<color=255,255,0,255>大间谍</color>可用于探察敌方领地，大量增加针对特定文明的谍报点数，或是建造<color=204,204,216,255>苏格兰场</color>以提升谍报点数产出。"
286,TXT_KEY_UNIT_SLAVE,奴隶,60,0,3,,﯆可以建立<link='literal'>奴隶种植园</link>,"<color=255,255,0,255>本地奴隶</color>建筑改进，包括<color=102,229,255,255>奴隶种植园</color>，可以作为<color=102,229,255,255>奴隶</color>专家在城市定居。"
287,TXT_KEY_UNIT_AZTEC_SLAVE,阿兹特克奴隶,60,0,3,,﯆可以建立<link='literal'>奴隶种植园</link>,"<color=255,255,0,255>阿兹特克奴隶</color>建筑改进，包括</color>奴隶种植园</color>，可以作为</color>奴隶</color>专家在城市定居，可以在城市中加快生产，可以在城市中牺牲以获得暂时的幸福。"
